RiskYear,NumberOfPersons,ActivityCode,TravellingArea,DangerousAreas,CompanyAge,FinancialRating,Duration,ClaimCost,NumberOfClaims
2021,2.00,J,Whole world,Excluded,22.182068,A,0.2465,0E-8,0
2018,7.00,C,Whole world,Excluded,18.028748,AAA,0.3231,0E-8,0
2022,2.00,R,Whole world,Excluded,21.092403,AAA,0.0548,0E-8,0
2019,1.00,M,Whole world,Excluded,16.881588,A,0.1314,0E-8,0
2022,3.00,J,Whole world,Excluded,19.307323,AA,0.4901,0E-8,0
2018,32.00,G,Whole world,Excluded,13.815195,AAA,0.8324,0E-8,0
2022,2.00,M,Sweden,Excluded,17.138947,AA,0.2218,0E-8,0
2018,20.00,M,Whole world,Excluded,11.123888,A,0.8323,0E-8,0
2018,70.00,M,Whole world,Excluded,10.617385,AAA,0.5038,0E-8,0
2020,2.00,M,Whole world,Excluded,11.498973,A,0.7502,0E-8,0
2020,3.00,G,Whole world,Excluded,10.967831,AAA,0.7995,0E-8,0
2022,5.00,G,Whole world,Excluded,12.969199,AA,0.2026,0E-8,0
2020,3.00,N,Whole world,Excluded,10.094456,A,0.7529,0E-8,0
2019,1.00,J,Whole world,Excluded,8.049281,C,0.9282,0E-8,0
2018,2.00,G,Europe,Excluded,6.896646,B,0.1999,0E-8,0
2021,2.00,N,Whole world,Excluded,9.166325,A,0.1670,0E-8,0
2018,2.00,G,Whole world,Excluded,4.9965777,A,0.0712,0E-8,0
2018,3.00,M,Whole world,Excluded,3.6906228,A,0.0712,0E-8,0
2020,5.00,G,Whole world,Excluded,4.8706365,AAA,0.0411,0E-8,0
2022,1.00,F,Nordic countries,Excluded,5.9739904,AA,0.3231,0E-8,0
2022,1.00,Q,Nordic countries,Excluded,5.6071186,A,0.9994,0E-8,0
2019,4.00,F,Sweden,Excluded,2.1765914,A,0.0602,0E-8,0
2021,4.00,F,Nordic countries,Excluded,4.0273786,AA,0.7694,0E-8,0
2020,3.00,I,Whole world,Excluded,3.0116358,AA,0.1698,0E-8,0
2020,5.00,F,Whole world,Excluded,2.0314853,A,0.9336,0E-8,0
2020,1.00,F,Nordic countries,Excluded,1.3086927,AN,0.7557,0E-8,0
2022,14.00,N,Whole world,Excluded,3.0691307,B,0.8324,0E-8,0
2022,2.00,C,Sweden,Excluded,2.4969199,A,0.4819,0E-8,0
2022,1.00,R,Nordic countries,Excluded,1.9849418,A,0.9720,0E-8,0
2021,2.00,M,Whole world,Excluded,0.9281314,B,0.1095,0E-8,0
2021,2.00,M,Whole world,Excluded,0.8350445,AN,0.5723,0E-8,0
2022,1.00,M,Sweden,Excluded,0.060232718,AN,0.8980,0E-8,0
2022,6.00,S,Europe,Excluded,50.00137,missing,0.9036,0E-8,0
2021,11.00,S,Whole world,Excluded,49.002052,missing,0.0849,0E-8,0
2019,1.00,N,Whole world,Excluded,40.0,missing,0.6708,0E-8,0
2022,1.00,H,Whole world,Excluded,2.365503,missing,0.7092,0E-8,0
2021,6790.00,O,Whole world,Excluded,45.505817,missing,0.9994,0E-8,0
2019,5.00,M,Whole world,Excluded,10.584531,missing,0.5257,0E-8,0
2020,31.00,G,Whole world,Excluded,52.473648,AA,1.0021,0E-8,0
2021,525.00,J,Whole world,Excluded,36.03559,AAA,0.8324,0E-8,0
2020,6.00,G,Whole world,Excluded,31.26078,B,1.0021,4423.00000000,1
2022,1.00,M,Whole world,Excluded,32.85695,A,0.1205,0E-8,0
2020,5.00,G,Europe,Excluded,30.223135,AAA,0.6681,0E-8,0
2021,2.00,M,Sweden,Excluded,30.157427,A,0.9994,0E-8,0
2018,23.00,S,Whole world,Excluded,26.524298,AA,0.6708,0E-8,0
2019,4.00,G,Whole world,Excluded,23.373032,C,0.7584,0E-8,0
2021,220.00,J,Whole world,Excluded,24.158794,A,0.7529,0E-8,0
2020,14.00,M,Whole world,Excluded,21.519506,AA,0.7529,0E-8,0
2019,7.00,J,Whole world,Excluded,18.81725,A,0.7994,0E-8,0
2022,1.00,H,Whole world,Excluded,18.677618,A,0.1616,0E-8,0
2021,3.00,M,Whole world,Excluded,17.199179,A,0.9994,0E-8,0
2021,2.00,M,Sweden,Excluded,16.873375,B,0.8186,0E-8,0
2022,3.00,C,Whole world,Excluded,15.753593,B,0.0164,0E-8,0
2018,2.00,M,Whole world,Excluded,11.728952,AA,0.8542,0E-8,0
2022,28.00,G,Whole world,Excluded,15.008898,AAA,0.9994,0E-8,0
2022,37.00,M,Whole world,Excluded,13.234771,B,0.2436,0E-8,0
2020,280.00,C,Whole world,Excluded,10.335386,AAA,0.0986,0E-8,0
2022,1.00,J,Europe,Excluded,8.618754,A,0.1068,0E-8,0
2020,55.00,G,Whole world,Excluded,6.2614646,A,0.1041,0E-8,0
2021,4.00,R,Whole world,Excluded,6.1382613,A,0.7529,0E-8,0
2018,2.00,Q,Whole world,Excluded,3.0581794,AA,0.0575,0E-8,0
2019,2.00,M,Whole world,Excluded,4.0574946,AA,0.1616,0E-8,0
2020,4.00,S,Whole world,Excluded,5.045859,AA,0.8734,0E-8,0
2021,5.00,M,Sweden,Excluded,5.2019167,B,0.0110,0E-8,0
2021,1.00,H,Whole world,Excluded,4.205339,A,0.5202,0E-8,0
2022,5.00,H,Europe,Excluded,5.204654,AA,0.0931,0E-8,0
2021,1.00,J,Sweden,Excluded,4.032854,AA,0.6407,0E-8,0
2022,17.00,M,Whole world,Excluded,4.476386,B,0.0849,0E-8,0
2022,2.00,F,Whole world,Excluded,4.2491446,AA,0.4135,0E-8,0
2022,1.00,M,Whole world,Excluded,3.9315538,AA,0.8378,0E-8,0
2020,1.00,M,Sweden,Excluded,1.6536618,A,0.6242,0E-8,0
2020,2.00,G,Whole world,Excluded,0.59958935,AN,0.5175,0E-8,0
2020,2.00,Q,Whole world,Excluded,31.583847,missing,0.0329,0E-8,0
2020,1.00,S,Whole world,Excluded,27.915127,missing,1.0021,0E-8,0
2020,34.00,P,Nordic countries,Excluded,6.9240246,missing,0.1944,0E-8,0
2020,1.00,P,Sweden,Excluded,8.468172,missing,0.0219,0E-8,0
2021,2.00,J,Whole world,Excluded,31.008898,missing,0.0849,0E-8,0
2018,1.00,F,Sweden,Excluded,1.0650239,missing,0.9638,0E-8,0
2020,22.00,Q,Whole world,Excluded,62.606434,AAA,0.4983,0E-8,0
2019,2.00,H,Whole world,Excluded,47.915127,AAA,0.5859,0E-8,0
2019,2.00,M,Whole world,Excluded,42.195755,A,0.0849,0E-8,0
2022,8.00,J,Whole world,Excluded,35.73443,AA,0.8378,0E-8,0
2020,2.00,M,Whole world,Excluded,33.062286,AA,0.9336,0E-8,0
2022,1.00,J,Europe,Excluded,33.839836,A,0.1670,0E-8,0
2020,39.00,F,Whole world,Excluded,31.233402,AAA,0.7529,0E-8,0
2019,2.00,X,Whole world,Excluded,26.195757,A,0.9200,0E-8,0
2021,68.00,G,Whole world,Excluded,26.05065,AAA,0.8324,0E-8,0
2020,3.00,G,Whole world,Excluded,24.62423,AAA,0.3313,0E-8,0
2020,425.00,J,Nordic countries,Excluded,21.59343,AA,0.7748,0E-8,0
2022,1.00,M,Whole world,Excluded,19.255304,AA,0.0849,0E-8,0
2021,6.00,J,Whole world,Excluded,18.099932,AAA,0.9994,0E-8,0
2019,32.00,C,Whole world,Excluded,14.261465,AAA,0.1616,0E-8,0
2022,31.00,C,Whole world,Excluded,16.95551,AAA,0.8324,0E-8,0
2022,1.00,M,Nordic countries,Excluded,16.010952,A,0.7256,0E-8,0
2022,10.00,C,Whole world,Excluded,15.934292,AA,0.1588,0E-8,0
2019,39.00,M,Whole world,Excluded,11.649555,AA,0.0246,0E-8,0
2021,10.00,Q,Whole world,Excluded,12.977413,AA,0.6434,0E-8,0
2019,2.00,G,Whole world,Excluded,10.940452,AAA,0.8898,0E-8,0
2018,35.00,J,Whole world,Excluded,9.177276,AAA,0.9994,0E-8,0
2018,4.00,M,Whole world,Excluded,5.631759,AA,0.9994,0E-8,0
2022,2.00,L,Whole world,Excluded,9.149898,A,0.1670,0E-8,0
2021,1.00,J,Whole world,Excluded,7.556468,A,0.2519,0E-8,0
2019,2.00,M,Whole world,Excluded,4.91718,A,0.3340,0E-8,0
2019,6.00,K,Europe,Excluded,4.8898015,AA,0.3614,0E-8,0
2020,6.00,K,Europe,Excluded,5.8891172,AA,0.3614,0E-8,0
2022,1.00,M,Whole world,Excluded,6.989733,AA,0.9720,0E-8,0
2019,2.00,M,Sweden,Excluded,3.137577,AA,0.7256,0E-8,0
2018,1.00,M,Whole world,Excluded,1.7330595,B,0.1451,0E-8,0
2021,2.00,F,Sweden,Excluded,4.36961,AA,0.2738,0E-8,0
2021,7.00,G,Whole world,Excluded,4.049281,IR,0.0602,0E-8,0
2020,1.00,M,Europe,Excluded,2.8884325,A,0.3833,0E-8,0
2022,2.00,L,Whole world,Excluded,3.356605,A,0.9145,0E-8,0
2020,6.00,I,Whole world,Excluded,1.2019165,AN,0.6681,0E-8,0
2020,1.00,M,Whole world,Excluded,0.8240931,AN,0.3340,0E-8,0
2020,1.00,M,Europe,Excluded,0.26557153,AN,0.7502,0E-8,0
2019,2.00,M,Whole world,Excluded,5.675565,missing,0.1780,0E-8,0
2020,13.00,L,Whole world,Excluded,120.06297,missing,0.9172,0E-8,0
2022,1.00,M,Whole world,Excluded,19.419575,missing,0.7447,0E-8,0
2021,1.00,P,Whole world,Excluded,0.40246406,missing,0.1013,0E-8,0
2019,1.00,M,Whole world,Excluded,0.9527721,missing,0.2437,0E-8,0
2018,1.00,R,Sweden,Excluded,3.6139631,missing,0.0849,0E-8,0
2020,15.00,N,Nordic countries,Excluded,10.959617,missing,0.2820,0E-8,0
2021,1.00,C,Whole world,Excluded,8.941821,missing,0.1616,0E-8,0
2020,540.00,O,Whole world,Excluded,28.52293,missing,0.5038,0E-8,0
2022,48.00,G,Whole world,Excluded,54.532513,AA,0.8378,0E-8,0
2018,5.00,R,Sweden,Excluded,34.784393,AA,0.4955,0E-8,0
2018,2.00,X,Whole world,Excluded,30.453114,AA,0.2191,0E-8,0
2022,3.00,S,Whole world,Excluded,33.278576,AAA,0.3286,0E-8,0
2019,42.00,C,Whole world,Excluded,30.236824,AAA,0.9145,0E-8,0
2020,25.00,C,Whole world,Excluded,31.104723,AA,0.4983,0E-8,0
2020,22.00,C,Whole world,Excluded,28.139631,AAA,0.2519,0E-8,0
2019,6.00,G,Whole world,Excluded,25.355236,AAA,0.9145,0E-8,0
2019,3.00,M,Whole world,Excluded,25.026693,AA,0.7338,0E-8,0
2020,3.00,G,Whole world,Excluded,24.870636,IR,0.1287,0E-8,0
2019,7.00,F,Nordic countries,Excluded,23.548254,C,0.5859,0E-8,0
2020,1.00,J,Sweden,Excluded,20.410677,A,0.9145,0E-8,0
2021,3.00,C,Whole world,Excluded,21.399042,AA,0.2245,0E-8,0
2020,4.00,M,Whole world,Excluded,19.285421,AAA,0.8104,0E-8,0
2018,1.00,J,Europe,Excluded,16.785763,IR,0.2135,0E-8,0
2019,5.00,F,Whole world,Excluded,17.36345,AA,0.5037,0E-8,0
2018,5.00,G,Whole world,Excluded,16.265572,A,0.1670,0E-8,0
2022,3.00,C,Whole world,Excluded,18.945927,A,0.1835,0E-8,0
2019,1.00,P,Whole world,Excluded,15.466119,AA,0.0739,0E-8,0
2020,14.00,M,Whole world,Excluded,15.293634,B,0.1670,0E-8,0
2022,243.00,J,Whole world,Excluded,17.007528,AA,0.9747,0E-8,0
2022,2.00,L,Whole world,Excluded,14.253251,A,0.1670,0E-8,0
2021,3.00,P,Whole world,Excluded,10.310746,A,0.5120,0E-8,0
2019,2.00,M,Europe,Excluded,7.945243,AA,0.7147,0E-8,0
2021,2.00,M,Whole world,Excluded,9.683778,AA,0.4381,0E-8,0
2018,2.00,M,Whole world,Excluded,5.5331964,A,0.2957,0E-8,0
2022,576.00,C,Whole world,Excluded,8.654346,AAA,0.2465,0E-8,0
2020,22.00,F,Whole world,Excluded,6.5516768,A,1.0021,0E-8,0
2022,1.00,Q,Whole world,Excluded,7.0417523,C,0.9994,0E-8,0
2021,2.00,N,Whole world,Excluded,5.864476,AA,0.7311,0E-8,0
2018,1.00,C,Whole world,Excluded,0.22724162,AN,0.9309,0E-8,0
2022,2.00,M,Whole world,Excluded,2.3627653,A,0.0657,0E-8,0
2021,1.00,M,Europe,Excluded,0.09582478,AN,0.9309,0E-8,0
2022,1.00,G,Whole world,Excluded,0.9253936,AN,0.0959,0E-8,0
2022,2.00,F,Sweden,Excluded,0.008213553,AN,0.1205,0E-8,0
2021,15.00,S,Whole world,Excluded,49.002052,missing,0.7065,0E-8,0
2019,9.00,K,Whole world,Excluded,8.6762495,missing,0.2711,0E-8,0
2021,4350.00,O,Whole world,Excluded,6.1738534,missing,0.9994,0E-8,0
2020,2.00,M,Whole world,Excluded,23.474333,missing,0.7229,0E-8,0
2019,5.00,G,Whole world,Excluded,16.999315,missing,0.5859,0E-8,0
2022,2.00,M,Whole world,Excluded,45.19644,A,0.0849,0E-8,0
2019,11.00,C,Whole world,Excluded,42.05065,A,0.1561,0E-8,0
2019,2.00,K,Whole world,Excluded,35.10746,A,0.0520,0E-8,0
2021,13.00,G,Whole world,Excluded,35.81109,AAA,0.2491,0E-8,0
2021,19.00,A,Europe,Excluded,33.653664,C,0.7065,0E-8,0
2020,135.00,C,Whole world,Excluded,31.88501,AAA,0.3313,0E-8,0
2021,32.00,G,Whole world,Excluded,32.602325,AA,0.3286,0E-8,0
2021,43.00,G,Whole world,Excluded,31.887749,AAA,0.1780,0E-8,0
2019,2.00,C,Whole world,Excluded,29.779604,AA,0.6243,0E-8,0
2021,12.00,C,Whole world,Excluded,30.324436,AAA,0.3286,0E-8,0
2021,108.00,G,Whole world,Excluded,26.05065,AAA,0.8324,0E-8,0
2019,210.00,M,Whole world,Excluded,21.919233,AAA,0.7529,0E-8,0
2022,15.00,G,Whole world,Excluded,22.510609,AA,0.4135,0E-8,0
2022,2.00,F,Whole world,Excluded,21.798767,AAA,0.4627,0E-8,0
2020,1.00,M,Europe,Excluded,18.628336,AA,0.8488,0E-8,0
2021,7.00,J,Whole world,Excluded,18.592745,B,0.1424,0E-8,0
2021,49.00,J,Whole world,Excluded,16.933607,AAA,0.0274,0E-8,0
2019,9.00,J,Whole world,Excluded,14.806297,AAA,0.3970,0E-8,0
2020,30.00,N,Whole world,Excluded,14.253251,AA,0.2492,0E-8,0
2022,20.00,M,Whole world,Excluded,16.25462,AAA,0.7529,0E-8,0
2018,6.00,H,Whole world,Excluded,11.7782345,AA,0.6708,0E-8,0
2020,16.00,G,Whole world,Excluded,13.377139,AAA,0.8351,0E-8,0
2022,10.00,F,Europe,Excluded,14.8829565,AAA,0.4956,0E-8,0
2022,2.00,M,Whole world,Excluded,14.475018,A,0.1150,0E-8,0
2022,5.00,M,Europe,Excluded,13.360712,A,0.9994,0E-8,0
2022,2.00,M,Nordic countries,Excluded,13.059548,A,0.7529,0E-8,0
2019,70.00,J,Whole world,Excluded,8.339494,A,0.8817,0E-8,0
2019,7.00,R,Nordic countries,Excluded,8.010951,A,0.0110,0E-8,0
2020,52.00,G,Whole world,Excluded,8.898015,A,0.5859,0E-8,0
2021,49.00,J,Whole world,Excluded,8.928131,AAA,0.5585,0E-8,0
2020,30.00,M,Whole world,Excluded,7.59206,AA,0.0849,0E-8,0
2020,1.00,J,Whole world,Excluded,6.5544147,B,0.2519,0E-8,0
2018,4.00,G,Whole world,Excluded,3.3867214,AA,0.5667,0E-8,0
2019,3.00,G,Whole world,Excluded,3.7344284,B,0.0274,0E-8,0
2019,2.00,J,Sweden,Excluded,3.3511293,A,0.9528,0E-8,0
2022,1.00,J,Whole world,Excluded,6.1190963,A,0.8213,0E-8,0
2022,1.00,M,Whole world,Excluded,6.067077,A,0.0493,0E-8,0
2019,4.00,M,Whole world,Excluded,3.04449,A,0.5340,0E-8,0
2018,1.00,J,Whole world,Excluded,1.5331964,A,0.4189,0E-8,0
2022,10.00,N,Sweden,Excluded,5.451061,B,0.0055,0E-8,0
2018,1.00,M,Sweden,Excluded,0.33675563,AN,0.1807,0E-8,0
2021,1.00,M,Whole world,Excluded,3.1074607,AA,0.8324,0E-8,0
2022,1.00,M,Europe,Excluded,4.03833,AA,0.0876,0E-8,0
2019,1.00,F,Whole world,Excluded,0.991102,AN,0.0739,0E-8,0
2021,3.00,E,Whole world,Excluded,2.9212868,A,0.1670,0E-8,0
2022,2.00,M,Sweden,Excluded,0.7939767,AN,0.1232,0E-8,0
2020,1.00,S,Nordic countries,Excluded,11.835729,missing,0.4162,0E-8,0
2022,1.00,M,Whole world,Excluded,4.2984257,missing,0.7995,0E-8,0
2018,4.00,S,Nordic countries,Excluded,5.6536617,missing,0.2848,0E-8,0
2022,1.00,R,Sweden,Excluded,11.216974,missing,0.2218,0E-8,0
2019,1.00,F,Sweden,Excluded,0.8569473,missing,0.7009,0E-8,0
2020,1.00,M,Whole world,Excluded,1.4346339,missing,0.7174,0E-8,0
2022,1.00,F,Sweden,Excluded,5.084189,missing,0.8925,0E-8,0
2020,6.00,F,Whole world,Excluded,55.195072,AA,0.2738,0E-8,0
2021,103.00,G,Whole world,Excluded,53.533195,AAA,0.1616,0E-8,0
2022,2.00,M,Whole world,Excluded,49.284054,AAA,0.3558,0E-8,0
2020,2.00,M,Whole world,Excluded,39.802876,AAA,1.0021,0E-8,0
2019,5.00,J,Whole world,Excluded,35.676933,C,0.1726,0E-8,0
2018,16.00,G,Whole world,Excluded,30.809034,AAA,0.8378,0E-8,0
2021,49.00,C,Whole world,Excluded,35.750854,AAA,0.3532,0E-8,0
2020,6.00,C,Whole world,Excluded,32.695415,AA,0.6708,0E-8,0
2020,80.00,G,Whole world,Excluded,32.39425,A,0.0383,0E-8,0
2020,5.00,L,Whole world,Excluded,31.92334,AAA,0.4983,0E-8,0
2020,1.00,M,Whole world,Excluded,31.753593,A,0.1944,0E-8,0
2021,1.00,F,Nordic countries,Excluded,31.813826,A,0.7858,0E-8,0
2018,1.00,M,Sweden,Excluded,28.16701,AA,0.2327,0E-8,0
2019,7.00,F,Whole world,Excluded,28.53662,AAA,0.7529,0E-8,0
2020,3.00,H,Whole world,Excluded,29.201916,AA,0.0027,0E-8,0
2021,6.00,G,Whole world,Excluded,27.356606,AAA,0.9145,0E-8,0
2020,6.00,M,Nordic countries,Excluded,25.322382,AAA,1.0021,0E-8,0
2020,7.00,G,Whole world,Excluded,21.733059,AAA,0.3367,0E-8,0
2018,4.00,J,Whole world,Excluded,18.061602,AA,0.7529,0E-8,0
2019,1.00,X,Whole world,Excluded,17.683779,AA,0.1862,0E-8,0
2018,4.00,H,Whole world,Excluded,16.616016,B,0.9145,0E-8,0
2019,5.00,G,Whole world,Excluded,15.457906,AA,0.7393,0E-8,0
2018,4.00,M,Whole world,Excluded,13.908282,A,0.9665,0E-8,0
2018,60.00,J,Whole world,Excluded,13.661876,AA,0.9008,0E-8,0
2019,2.00,J,Whole world,Excluded,11.277207,A,0.1041,0E-8,0
2020,2.00,J,Whole world,Excluded,11.868583,AA,0.2848,0E-8,0
2020,5.00,F,Whole world,Excluded,9.5441475,AA,0.3313,0E-8,0
2022,2.00,G,Europe,Excluded,11.485284,AA,0.3340,0E-8,0
2022,2.00,M,Whole world,Excluded,11.164955,A,0.9939,0E-8,0
2022,11.00,N,Whole world,Excluded,10.340862,A,0.2519,0E-8,0
2020,2.00,M,Nordic countries,Excluded,8.186173,AA,0.9227,0E-8,0
2022,2.00,M,Whole world,Excluded,9.338809,B,0.1260,0E-8,0
2022,2.00,N,Whole world,Excluded,7.8822722,B,0.8624,0E-8,0
2019,2.00,M,Nordic countries,Excluded,3.7125256,AA,0.9693,0E-8,0
2021,1.00,J,Whole world,Excluded,4.982888,A,0.9994,0E-8,0
2019,5.00,M,Whole world,Excluded,2.9705682,AA,0.2711,0E-8,0
2019,10.00,M,Sweden,Excluded,2.0807667,A,0.0657,0E-8,0
2019,2.00,M,Whole world,Excluded,2.0314853,A,0.7475,0E-8,0
2021,7.00,Q,Sweden,Excluded,4.0273786,AA,0.2465,0E-8,0
2020,1.00,M,Whole world,Excluded,2.1327858,A,0.9145,0E-8,0
2020,3.00,M,Whole world,Excluded,2.0068445,A,0.6599,0E-8,0
2021,2.00,Q,Whole world,Excluded,1.6016427,A,0.7065,0E-8,0
2021,1.00,M,Whole world,Excluded,0.7392197,AN,0.3478,0E-8,0
2022,2.00,F,Whole world,Excluded,1.7084188,A,0.4135,0E-8,0
2022,1.00,J,Europe,Excluded,0.13963039,AN,0.5148,0E-8,0
2022,2.00,L,Whole world,Excluded,0.06844627,AN,0.8378,0E-8,0
2021,3.00,F,Whole world,Excluded,10.754278,missing,0.5749,0E-8,0
2019,1.00,F,Sweden,Excluded,9.752225,missing,0.8105,0E-8,0
2020,1.00,Q,Sweden,Excluded,9.196441,missing,0.2491,0E-8,0
2018,1.00,H,Whole world,Excluded,0.049281314,missing,0.4052,0E-8,0
2019,1.00,F,Nordic countries,Excluded,5.629021,missing,0.4134,0E-8,0
2021,1.00,M,Whole world,Excluded,7.0882955,missing,0.8597,0E-8,0
2021,883.00,O,Whole world,Excluded,29.524982,missing,0.9994,0E-8,0
2021,2.00,M,Whole world,Excluded,31.63039,missing,0.8542,0E-8,0
2022,223.00,C,Whole world,Excluded,124.31759,AAA,0.9063,0E-8,0
2020,2.00,G,Whole world,Excluded,52.210815,A,0.1643,0E-8,0
2021,38.00,C,Whole world,Excluded,48.22998,AAA,0.9994,0E-8,0
2020,1.00,M,Whole world,Excluded,33.801506,A,0.6681,0E-8,0
2022,13.00,H,Whole world,Excluded,34.160164,AAA,0.3286,0E-8,0
2022,10.00,M,Nordic countries,Excluded,28.235455,AAA,0.7475,0E-8,0
2020,4.00,F,Sweden,Excluded,25.700205,AAA,0.4189,0E-8,0
2020,30.00,C,Whole world,Excluded,25.598906,AAA,0.9172,0E-8,0
2019,2.00,G,Whole world,Excluded,23.05544,AA,0.1616,0E-8,0
2020,1.00,M,Whole world,Excluded,21.675564,A,0.7830,0E-8,0
2019,600.00,H,Whole world,Excluded,20.676249,AAA,0.9994,0E-8,0
2018,2.00,R,Whole world,Excluded,17.437372,A,0.3231,0E-8,0
2022,2.00,R,Whole world,Excluded,21.437372,A,0.6764,0E-8,0
2022,2.00,G,Whole world,Excluded,19.953457,C,0.9583,0E-8,0
2019,32.00,J,Whole world,Excluded,14.694045,AA,0.7119,0E-8,0
2022,5.00,F,Europe,Excluded,14.379192,AAA,0.7475,0E-8,0
2021,10.00,Q,Whole world,Excluded,12.977413,AA,0.3560,0E-8,0
2021,8.00,M,Whole world,Excluded,12.947296,A,0.4956,0E-8,0
2021,2.00,J,Sweden,Excluded,12.312115,AAA,0.1123,0E-8,0
2020,2.00,G,Whole world,Not Excluded,10.967831,AAA,0.0027,0E-8,0
2020,2.00,M,Whole world,Excluded,10.691307,AA,0.0849,0E-8,0
2019,1.00,M,Whole world,Excluded,9.352498,AA,0.6708,0E-8,0
2022,4.00,F,Nordic countries,Excluded,11.091034,A,0.7475,0E-8,0
2018,2.00,G,Whole world,Excluded,6.42026,C,0.6708,0E-8,0
2020,30.00,G,Whole world,Excluded,8.167009,AA,0.5859,0E-8,0
2021,30.00,G,Whole world,Excluded,9.169063,A,0.5859,0E-8,0
2019,2.00,N,Whole world,Excluded,7.1649556,A,0.5230,0E-8,0
2022,7.00,M,Nordic countries,Excluded,9.500342,AA,0.5339,0E-8,0
2020,6.00,M,Sweden,Excluded,7.359343,AA,0.8186,0E-8,0
2022,2.00,M,Whole world,Excluded,9.037645,AA,0.3833,0E-8,0
2020,6.00,G,Whole world,Excluded,6.7980833,A,0.6818,0E-8,0
2018,2.00,R,Whole world,Excluded,4.626968,AA,0.8872,0E-8,0
2019,3.00,G,Whole world,Excluded,4.7611227,AA,0.0986,0E-8,0
2019,5.00,J,Whole world,Excluded,4.1587954,B,0.1041,0E-8,0
2022,4.00,J,Whole world,Excluded,6.8939085,C,0.9145,0E-8,0
2019,2.00,M,Whole world,Excluded,3.1594799,A,0.9528,0E-8,0
2018,2.00,Q,Whole world,Excluded,1.1389459,AN,0.9337,0E-8,0
2021,7.00,Q,Europe,Excluded,3.5646818,AA,0.4463,0E-8,0
2021,2.00,G,Whole world,Excluded,3.1731691,A,0.1178,0E-8,0
2022,1.00,N,Whole world,Excluded,3.8001368,AA,0.2683,0E-8,0
2022,1.00,M,Sweden,Excluded,3.780972,AA,0.7529,0E-8,0
2022,3.00,G,Whole world,Excluded,2.8884325,B,0.4135,0E-8,0
2022,1.00,M,Sweden,Excluded,2.1601644,AA,0.9145,0E-8,0
2020,1.00,M,Sweden,Excluded,0.07665982,AN,0.9172,0E-8,0
2022,1.00,M,Whole world,Excluded,1.6947297,A,0.3121,0E-8,0
2021,1.00,M,Whole world,Excluded,0.58042437,AN,0.1944,0E-8,0
2021,1.00,F,Sweden,Excluded,38.984257,missing,0.2355,0E-8,0
2021,1.00,S,Whole world,Excluded,17.336071,missing,0.1068,0E-8,0
2020,2.00,F,Whole world,Excluded,12.6707735,missing,0.5586,0E-8,0
2022,1.00,M,Europe,Excluded,13.418207,missing,0.1807,0E-8,0
2022,1.00,R,Europe,Excluded,2.8610542,missing,0.7447,0E-8,0
2020,1.00,M,Whole world,Excluded,1.9520876,missing,0.2464,0E-8,0
2022,1.00,M,Whole world,Excluded,3.9534566,missing,0.6351,0E-8,0
2020,1.00,R,Whole world,Excluded,7.819302,missing,0.6681,0E-8,0
2020,515.00,O,Whole world,Excluded,28.52293,missing,1.0021,0E-8,0
2020,2448.00,O,Whole world,Excluded,28.52293,missing,1.0021,0E-8,0
2020,2.00,G,Whole world,Excluded,5.24846,missing,0.8707,0E-8,0
2018,4.00,C,Whole world,Excluded,57.278576,AAA,0.0110,0E-8,0
2021,92.00,G,Whole world,Excluded,53.533195,AAA,0.1616,0E-8,0
2018,17.00,C,Whole world,Excluded,47.49076,A,0.8460,0E-8,0
2022,6.00,M,Whole world,Excluded,34.184807,AA,0.0849,0E-8,0
2021,5.00,F,Whole world,Excluded,30.537987,AAA,0.7529,0E-8,0
2018,6.00,G,Whole world,Excluded,27.203285,AA,0.9994,0E-8,0
2019,1.00,M,Whole world,Excluded,28.208076,B,0.6215,0E-8,0
2018,2.00,M,Whole world,Excluded,25.752224,A,0.1971,0E-8,0
2020,3.00,G,Whole world,Excluded,27.189596,A,0.1917,0E-8,0
2022,4.00,M,Whole world,Excluded,27.189596,AA,0.6654,0E-8,0
2018,5.00,J,Whole world,Excluded,22.130049,AA,0.7529,0E-8,0
2019,2.00,M,Whole world,Excluded,23.471594,AA,0.8324,0E-8,0
2018,2.00,M,Whole world,Excluded,21.880903,A,0.0027,0E-8,0
2021,2.00,M,Whole world,Excluded,23.545517,A,0.2601,0E-8,0
2019,206.00,G,Whole world,Excluded,21.097878,AAA,0.9994,0E-8,0
2018,80.00,M,Whole world,Excluded,20.005476,AAA,0.3942,0E-8,0
2022,6.00,G,Whole world,Excluded,22.581793,AAA,0.9994,0E-8,0
2021,1.00,J,Sweden,Excluded,21.412731,A,0.9118,0E-8,0
2021,2.00,J,Whole world,Excluded,20.898016,B,0.0767,0E-8,0
2019,4.00,M,Whole world,Excluded,18.973307,AAA,0.1123,0E-8,0
2021,160.00,M,Whole world,Excluded,17.199179,A,0.9994,0E-8,0
2022,18.00,J,Whole world,Excluded,13.500342,A,0.8679,0E-8,0
2018,1.00,M,Whole world,Excluded,9.352498,A,0.8679,0E-8,0
2020,100.00,J,Whole world,Excluded,11.04449,AAA,0.3751,0E-8,0
2021,1.00,G,Europe,Excluded,10.485969,B,0.8186,0E-8,0
2020,6.00,F,Whole world,Excluded,9.1170435,A,0.7858,0E-8,0
2018,1.00,M,Whole world,Excluded,5.574264,A,0.5312,0E-8,0
